product_id,time_id,customer_id,promotion_id,store_id,store_sales,store_cost,unit_sales
312,413,9045,1847,24,6.39,2.2365,3
312,415,9263,0,16,8.52,2.6412,4
312,419,5206,0,13,6.39,2.3643,3
312,421,3921,0,23,8.52,3.2376,4
312,421,8577,0,23,10.65,3.9405,5
312,426,2371,0,16,6.39,2.9394,3
312,437,1430,190,3,4.26,1.704,2
312,442,2905,0,3,6.39,2.4282,3
312,445,7655,0,17,6.39,2.7477,3
312,446,6997,0,13,8.52,2.6412,4
312,446,8843,0,13,8.52,3.834,4
312,449,2242,0,7,6.39,2.7477,3
312,460,4618,0,3,8.52,2.8116,4
312,461,9757,0,24,6.39,2.6838,3
312,470,2366,508,6,6.39,3.1311,3
312,479,3182,114,2,2.13,1.0011,1
312,484,5923,0,23,4.26,1.4484,2
312,487,6096,0,7,6.39,2.0448,3
312,491,9200,0,16,6.39,2.556,3
312,495,1549,0,7,6.39,2.4921,3
312,495,9383,0,11,6.39,2.8755,3
312,495,9439,0,22,4.26,1.6614,2
312,500,7181,0,7,6.39,2.8116,3
312,501,8770,0,22,2.13,1.0011,1
312,523,9788,986,13,6.39,1.917,3
312,544,3691,0,17,4.26,1.704,2
312,549,5616,0,17,6.39,2.8116,3
312,551,4552,1304,17,6.39,2.0448,3
312,552,4958,1778,23,8.52,2.7264,4
312,553,2715,0,15,10.65,4.899,5
312,561,3611,0,24,6.39,2.7477,3
312,563,6751,0,22,2.13,0.8094,1
312,567,1330,0,13,6.39,2.3643,3
312,574,3271,0,13,6.39,2.8755,3
312,574,5295,0,16,8.52,3.0672,4
312,579,3414,516,7,8.52,2.556,4
312,579,4664,516,7,6.39,3.0672,3
312,593,2244,1307,17,8.52,2.7264,4
312,594,8452,1228,16,8.52,3.2376,4
312,596,3816,0,3,4.26,1.6188,2
312,600,2966,0,17,8.52,2.982,4
312,607,4541,202,3,6.39,2.4921,3
312,615,5280,0,7,6.39,1.917,3
312,617,2200,0,7,6.39,2.8116,3
312,620,7906,0,13,6.39,2.7477,3
312,638,3021,0,16,6.39,3.1311,3
312,654,9353,0,15,4.26,1.5336,2
312,660,8500,0,17,6.39,1.9809,3
312,661,1421,0,24,8.52,4.0044,4
312,677,3889,207,3,8.52,3.4932,4
312,677,5720,0,2,2.13,0.8094,1
312,686,5956,0,22,2.13,0.7668,1
312,687,6659,0,15,6.39,2.2365,3
312,697,1861,0,15,8.52,3.0672,4
312,705,2378,1236,16,6.39,2.2365,3
312,714,7896,0,23,8.52,3.7488,4
312,720,6741,1869,24,4.26,1.917,2
312,721,3497,0,17,4.26,1.5336,2
312,728,1330,0,13,10.65,3.9405,5
313,373,187,0,13,8.55,3.1635,3
313,376,8075,0,24,8.55,3.6765,3
313,377,6921,0,24,8.55,4.104,3
313,409,8011,504,6,5.7,2.28,2
313,415,4567,0,23,11.4,5.13,4
313,427,9404,0,7,8.55,4.104,3
313,429,2968,980,13,14.25,6.4125,5
313,438,4704,0,7,8.55,2.9925,3
313,446,1794,0,13,11.4,5.244,4
313,446,5118,0,11,8.55,2.9925,3
313,452,9488,1850,24,5.7,2.28,2
313,453,7470,0,13,8.55,2.6505,3
313,472,2043,0,24,11.4,3.762,4
313,479,6560,0,17,8.55,3.1635,3
313,483,8605,0,7,5.7,2.166,2
313,487,1339,0,13,11.4,4.218,4
313,495,5398,0,17,11.4,5.13,4
313,495,5958,0,13,11.4,5.016,4
313,507,3294,0,24,8.55,3.591,3
313,513,6171,0,15,8.55,3.762,3
313,518,3204,0,24,8.55,3.1635,3
313,520,2204,0,3,11.4,5.472,4
313,533,3539,0,17,8.55,3.933,3
313,538,3585,513,6,8.55,3.8475,3
313,559,9512,0,23,8.55,2.8215,3
313,564,5649,120,2,8.55,4.104,3
313,570,3467,0,15,5.7,2.337,2
313,574,2444,0,13,11.4,4.332,4
313,596,10108,0,15,11.4,3.648,4
313,606,7494,1150,15,8.55,4.1895,3
313,607,1005,202,3,5.7,2.394,2
313,611,8477,0,3,8.55,3.762,3
313,613,8665,0,15,8.55,2.6505,3
313,614,2681,0,7,5.7,2.508,2
313,614,3513,0,7,8.55,4.104,3
313,619,8684,519,6,5.7,2.394,2
313,626,9081,0,6,8.55,2.565,3
313,629,5742,0,16,5.7,2.28,2
313,631,1607,0,17,11.4,3.42,4
313,631,6347,0,17,5.7,2.736,2
313,632,5944,204,3,5.7,2.166,2
313,637,7438,0,2,5.7,2.451,2
313,643,5999,0,23,11.4,5.016,4
313,653,8108,0,17,8.55,2.9925,3
313,659,3316,0,7,11.4,3.534,4
313,660,6529,0,17,11.4,4.788,4
313,686,8140,0,13,5.7,1.938,2
313,692,9937,1314,17,5.7,2.622,2
313,698,997,0,3,11.4,4.104,4
313,700,9892,0,13,5.7,2.109,2
313,705,4719,1789,23,8.55,3.762,3
313,706,2132,0,15,5.7,2.565,2
313,706,8665,0,15,8.55,3.42,3
313,708,2378,0,16,8.55,2.9925,3
313,721,9184,210,3,11.4,3.534,4
313,728,1916,0,13,8.55,2.6505,3
313,728,3647,0,13,11.4,3.534,4
313,729,1085,0,7,5.7,2.109,2
314,371,7229,0,15,5.55,2.3865,3
314,389,7416,976,13,5.55,2.664,3
314,393,7830,0,15,7.4,3.552,4
314,405,6352,0,13,5.55,1.9425,3
314,408,2680,820,11,3.7,1.48,2
314,409,7899,504,6,7.4,2.812,4
314,412,4496,504,7,5.55,2.7195,3
314,417,3436,0,11,5.55,1.665,3
314,420,6778,0,24,5.55,2.553,3
314,422,9390,505,7,3.7,1.665,2
314,434,4041,0,24,5.55,2.3865,3
314,447,5339,0,11,7.4,2.886,4
314,461,9748,0,24,5.55,1.665,3
314,463,2295,0,17,3.7,1.517,2
314,478,2736,0,6,3.7,1.628,2
314,478,2767,0,11,7.4,2.886,4
314,482,5374,1220,16,3.7,1.591,2
314,487,3647,0,13,7.4,2.294,4
314,488,4149,0,11,5.55,1.8315,3
314,498,8284,0,22,1.85,0.6475,1
314,501,2775,0,24,5.55,2.664,3
314,505,785,0,15,5.55,1.998,3
314,520,5597,0,3,5.55,2.664,3
314,553,5329,0,13,5.55,2.3865,3
314,574,6710,0,13,7.4,2.442,4
314,589,5002,0,23,5.55,2.0535,3
314,605,6462,0,13,5.55,2.331,3
314,606,1085,518,6,3.7,1.369,2
314,620,4678,0,13,5.55,1.776,3
314,647,2588,0,23,5.55,1.9425,3
314,683,8606,0,15,3.7,1.406,2
314,685,1086,0,11,5.55,2.2755,3
314,686,8311,0,23,3.7,1.517,2
314,687,8945,0,23,7.4,3.256,4
314,691,2378,1235,16,7.4,2.442,4
314,707,6960,0,17,9.25,4.255,5
314,711,5142,0,11,9.25,3.0525,5
314,718,3935,1869,24,5.55,2.553,3
314,726,9321,0,22,3.7,1.813,2
314,728,8843,0,13,5.55,2.775,3
314,728,9671,0,13,7.4,2.368,4
315,377,8138,0,24,1.92,0.672,2
315,383,722,1845,24,2.88,1.008,3
315,392,9064,0,17,3.84,1.152,4
315,402,6551,0,11,3.84,1.344,4
315,409,5844,1294,17,2.88,1.0368,3
315,411,10240,188,3,1.92,0.6912,2
315,416,5906,0,15,2.88,1.4112,3
315,440,7768,1138,15,2.88,1.2384,3
315,444,2981,0,23,1.92,0.6336,2
315,446,4465,0,13,2.88,1.1808,3
315,446,8659,0,13,2.88,1.296,3
315,447,5910,0,15,4.8,2.016,5
315,460,7266,0,24,3.84,1.3824,4
315,464,2246,982,13,3.84,1.2672,4
315,472,523,0,6,1.92,0.5952,2
315,484,9016,0,23,4.8,1.824,5
315,491,8308,0,17,2.88,0.8928,3
315,494,6057,826,11,2.88,1.1232,3
315,495,2052,0,13,3.84,1.8432,4
315,495,3302,0,13,2.88,1.008,3
315,507,3458,0,24,2.88,1.0368,3
315,507,8003,195,3,2.88,0.9504,3
315,529,3462,0,6,1.92,0.7872,2
315,534,7099,0,15,3.84,1.4976,4
315,535,1741,829,11,2.88,1.1232,3
315,539,4990,0,7,2.88,1.0368,3
315,540,870,0,24,2.88,0.8928,3
315,540,7416,0,13,2.88,1.3824,3
315,544,1310,0,16,2.88,0.9216,3
315,549,5026,0,17,1.92,0.9408,2
315,563,3286,0,22,0.96,0.4224,1
315,567,5903,0,13,1.92,0.864,2
315,575,9401,988,13,3.84,1.6128,4
315,576,5537,0,3,2.88,1.0944,3
315,582,7721,0,13,1.92,0.6336,2
315,585,5437,0,7,2.88,1.296,3
315,597,7622,0,3,2.88,1.2672,3
315,602,7416,0,13,3.84,1.8432,4
315,604,1470,0,17,2.88,0.8928,3
315,604,9997,0,17,2.88,1.1232,3
315,610,1154,992,13,4.8,2.304,5
315,611,182,0,15,2.88,0.9216,3
315,614,8133,0,7,3.84,1.4976,4
315,615,2509,0,7,2.88,1.0944,3
315,617,3538,0,11,1.92,0.7872,2
315,623,878,0,3,2.88,1.2096,3
315,623,2441,0,17,1.92,0.5952,2
315,653,8887,0,17,3.84,1.4208,4
315,654,2224,0,16,2.88,1.4112,3
315,655,3124,0,3,2.88,0.9792,3
315,661,4664,0,7,1.92,0.8448,2
315,674,4619,0,13,2.88,1.0368,3
315,677,4778,207,3,1.92,0.8832,2
315,681,8477,0,3,2.88,1.4112,3
315,686,5019,0,23,3.84,1.6128,4
315,688,8140,0,13,2.88,1.1808,3
315,695,6462,0,13,1.92,0.864,2
315,695,9263,0,16,3.84,1.2672,4
315,701,5135,0,6,2.88,1.296,3
315,718,3305,0,13,2.88,1.0656,3
315,721,4436,210,3,3.84,1.4208,4
315,729,5095,0,6,1.92,0.7104,2
316,379,9309,0,17,3.93,1.3755,3
316,391,6888,0,23,5.24,2.5676,4
316,393,8235,0,22,1.31,0.4585,1
316,400,80,1846,24,3.93,1.8864,3
316,402,2020,0,6,3.93,1.4541,3
316,410,679,504,7,5.24,2.4628,4
316,420,2965,0,2,1.31,0.4847,1
316,422,3539,0,17,5.24,1.834,4
316,423,697,0,13,3.93,1.6899,3
316,430,5339,0,11,5.24,1.7292,4
316,438,9420,980,13,3.93,1.965,3
316,439,5182,1138,15,2.62,1.048,2
316,462,1418,0,2,2.62,1.0218,2
316,469,9949,1851,24,5.24,2.2532,4
316,487,7446,0,13,5.24,2.4104,4
316,488,361,0,11,2.62,0.8122,2
316,491,7905,984,13,5.24,2.4628,4
316,501,8158,0,11,5.24,1.9388,4
316,511,8404,0,3,3.93,1.572,3
316,528,7384,0,3,5.24,2.358,4
316,533,7813,0,17,2.62,1.2838,2
316,539,6688,0,6,3.93,1.6899,3
316,549,9510,1225,16,5.24,1.9388,4
316,550,10058,0,15,3.93,1.2183,3
316,553,4473,0,15,5.24,2.1484,4
316,556,7849,0,3,5.24,2.5152,4
316,561,7130,0,24,5.24,2.1484,4
316,563,8902,199,3,5.24,1.6768,4
316,564,1146,1858,24,6.55,2.096,5
316,571,4373,0,11,2.62,0.9694,2
316,574,2897,0,15,5.24,2.358,4
316,574,4175,0,16,2.62,0.9432,2
316,590,182,1149,15,3.93,1.8471,3
316,596,923,0,15,5.24,2.0436,4
316,601,4847,0,11,2.62,1.0218,2
316,602,7952,0,13,3.93,1.4934,3
316,604,91,0,6,3.93,1.6899,3
316,618,9300,519,7,3.93,1.9257,3
316,620,1423,0,13,3.93,1.4934,3
316,625,7896,0,23,3.93,1.6506,3
316,636,7968,1152,15,3.93,1.6899,3
316,652,1102,0,7,3.93,1.8078,3
316,656,5374,0,16,5.24,2.358,4
316,659,2542,0,7,5.24,2.0436,4
316,661,9290,0,14,1.31,0.5895,1
316,677,2647,523,6,3.93,1.3755,3
316,677,5597,207,3,3.93,1.8864,3
316,679,3361,1866,24,3.93,1.572,3
316,680,8406,523,6,3.93,1.7685,3
316,686,2198,0,13,5.24,2.5152,4
316,688,4536,0,13,2.62,0.8646,2
316,691,5501,1314,17,3.93,1.6506,3
316,691,9558,524,6,2.62,1.179,2
316,702,7859,0,7,2.62,0.8646,2
316,709,997,0,3,2.62,0.917,2
316,722,9144,1000,13,3.93,1.8864,3
317,372,2878,185,3,10.9,4.578,5
317,373,8291,0,13,10.9,4.578,5
317,385,7502,0,16,8.72,3.6624,4
317,386,2553,0,16,4.36,1.3516,2
317,392,4231,0,17,6.54,2.0274,3
317,400,4021,1214,16,8.72,3.488,4
317,404,9172,0,24,6.54,2.289,3
317,412,10168,1136,15,6.54,2.2236,3
317,414,1785,0,3,6.54,2.8122,3
317,438,1821,980,13,6.54,2.289,3
317,446,8367,0,13,4.36,1.7876,2
317,453,1991,0,13,8.72,2.8776,4
317,455,5431,0,7,8.72,4.0112,4
317,460,2556,0,3,8.72,4.0984,4
317,463,806,0,17,4.36,1.3516,2
317,466,40,1061,14,2.18,1.0246,1
317,466,2110,824,11,6.54,2.4198,3
317,468,1991,0,13,4.36,1.744,2
317,478,7330,0,6,6.54,2.0928,3
317,482,1634,0,3,4.36,1.6568,2
317,482,6307,1220,16,10.9,4.796,5
317,493,6475,1853,24,6.54,3.2046,3
317,498,5555,0,22,2.18,0.6976,1
317,500,7989,0,17,4.36,1.4824,2
317,505,4017,0,15,6.54,3.27,3
317,508,3075,1775,23,6.54,2.289,3
317,514,7557,0,14,4.36,1.8748,2
317,520,2689,0,3,4.36,1.7876,2
317,532,1862,0,17,8.72,3.3136,4
317,533,8617,0,17,6.54,2.5506,3
317,536,4301,829,11,8.72,3.1392,4
317,537,234,1856,24,8.72,3.2264,4
317,538,3404,1856,24,6.54,2.4198,3
317,544,4868,0,16,4.36,1.526,2
317,544,10091,0,17,6.54,2.8122,3
317,549,1862,0,17,6.54,2.4852,3
317,552,5580,514,7,8.72,3.6624,4
317,559,6930,0,24,6.54,2.2236,3
317,564,3404,1858,24,8.72,2.7032,4
317,567,1253,0,13,8.72,4.1856,4
317,569,3859,0,24,6.54,2.8776,3
317,574,3243,0,13,8.72,4.0984,4
317,611,1798,0,3,8.72,2.616,4
317,611,9318,0,16,6.54,2.0274,3
317,615,5393,0,7,6.54,2.8122,3
317,624,2453,0,24,6.54,2.4198,3
317,627,1589,0,15,4.36,1.6568,2
317,636,1981,836,11,8.72,4.0112,4
317,638,6114,0,16,10.9,3.488,5
317,642,7565,0,15,6.54,2.7468,3
317,647,8577,0,23,8.72,3.1392,4
317,648,7076,521,7,8.72,3.1392,4
317,649,8359,1311,17,4.36,1.6568,2
317,657,5162,0,22,6.54,2.289,3
317,673,8551,0,17,8.72,2.7904,4
317,678,6317,523,7,6.54,2.616,3
317,681,5134,0,3,6.54,2.7468,3
317,686,9016,0,23,8.72,3.3136,4
317,688,1599,0,6,4.36,1.8312,2
317,691,9903,524,6,6.54,2.7468,3
317,717,354,0,23,6.54,2.0928,3
318,368,1730,0,11,7.41,2.964,3
318,369,9019,501,7,9.88,4.7424,4
318,393,1313,0,15,9.88,4.7424,4
318,402,5135,0,6,7.41,2.2971,3
318,402,5388,0,11,9.88,4.1496,4
318,407,8617,0,17,7.41,2.964,3
318,408,9891,0,23,9.88,3.7544,4
318,413,4909,504,7,9.88,4.94,4
318,413,9357,504,7,7.41,2.3712,3
318,414,9313,0,6,4.94,2.3712,2
318,416,9345,0,15,9.88,3.6556,4
318,429,4961,980,13,7.41,2.5935,3
318,434,4041,0,24,9.88,4.0508,4
318,438,5530,980,13,9.88,4.2484,4
318,440,7486,0,3,7.41,3.0381,3
318,446,9397,0,11,12.35,4.5695,5
318,459,2390,0,17,4.94,2.0254,2
318,470,9671,0,13,7.41,3.5568,3
318,474,4249,0,11,7.41,2.6676,3
318,475,3288,0,3,7.41,2.3712,3
318,491,9534,0,17,7.41,3.1863,3
318,495,7131,0,11,7.41,2.964,3
318,496,2206,510,6,7.41,3.0381,3
318,497,5123,826,11,7.41,2.5935,3
318,501,1923,0,11,7.41,3.4086,3
318,501,2270,0,11,7.41,2.8899,3
318,504,170,0,6,7.41,3.4827,3
318,515,5962,0,17,7.41,2.5194,3
318,520,3533,0,3,7.41,3.2604,3
318,523,2280,986,13,9.88,3.6556,4
318,538,8472,1303,17,4.94,1.6302,2
318,558,8969,0,6,9.88,4.0508,4
318,574,4552,0,17,7.41,2.5935,3
318,574,9495,0,13,4.94,1.6302,2
318,579,391,516,7,7.41,2.2971,3
318,582,7282,0,17,7.41,2.223,3
318,589,7741,0,15,7.41,3.6309,3
318,591,6919,833,11,7.41,3.705,3
318,592,4467,833,11,4.94,1.8278,2
318,592,5956,1702,22,4.94,2.1736,2
318,593,5322,517,7,4.94,2.3712,2
318,596,5929,0,15,7.41,3.1863,3
318,605,6462,0,13,7.41,2.5935,3
318,607,1598,202,3,9.88,4.2484,4
318,615,1613,0,7,9.88,4.446,4
318,627,1423,0,13,9.88,3.7544,4
318,629,4460,0,3,4.94,2.47,2
318,646,8214,521,6,7.41,2.7417,3
318,658,5161,0,6,4.94,2.1736,2
318,658,9012,0,24,9.88,4.2484,4
318,661,163,0,7,7.41,3.4827,3
318,676,1070,207,3,9.88,3.5568,4
318,677,348,0,2,4.94,1.5808,2
318,685,1533,0,3,9.88,4.446,4
318,695,3166,0,24,7.41,2.2971,3
318,698,1332,0,11,9.88,3.2604,4
318,711,8015,0,13,4.94,2.1736,2
318,719,682,526,7,4.94,1.5314,2
318,722,6313,0,17,7.41,3.5568,3
319,376,5801,0,24,3.2,1.344,2
319,381,4179,1845,24,4.8,2.016,3
319,385,8247,0,7,4.8,2.352,3
319,400,7149,0,13,4.8,2.016,3
319,408,5875,820,11,3.2,1.216,2
319,409,1683,504,6,3.2,1.344,2
319,415,4567,0,23,8,3.44,5
319,455,4328,0,7,4.8,1.536,3
319,482,2570,1220,16,3.2,1.056,2
319,511,7056,0,3,4.8,1.68,3
319,523,2251,986,13,4.8,2.352,3
319,527,1675,0,15,3.2,1.568,2
319,537,3438,829,11,4.8,1.968,3
319,538,5663,513,6,4.8,2.112,3
319,552,9512,1778,23,3.2,0.992,2
319,553,3882,0,13,3.2,1.248,2
319,553,6347,0,17,3.2,1.472,2
319,553,7046,0,15,6.4,2.112,4
319,571,5405,0,11,4.8,1.584,3
319,581,3491,0,16,4.8,1.488,3
319,593,7589,1307,17,3.2,1.376,2
319,597,3941,0,3,4.8,1.488,3
319,600,8717,0,17,3.2,1.056,2
319,615,6763,0,7,6.4,2.752,4
319,616,4227,0,24,6.4,1.92,4
319,623,8108,0,17,3.2,1.12,2
319,628,3956,0,14,3.2,1.472,2
319,632,7829,0,24,4.8,1.824,3
319,637,5677,0,22,3.2,1.408,2
319,654,7569,0,13,3.2,0.992,2
319,655,3124,0,3,4.8,1.824,3
319,656,9897,0,16,6.4,2.048,4
319,666,6528,0,6,6.4,2.304,4
319,674,6889,0,15,4.8,2.352,3
319,678,4186,523,7,3.2,1.12,2
319,684,1838,0,24,6.4,2.304,4
319,697,6557,0,11,3.2,1.216,2
319,710,377,0,7,8,3.44,5
319,711,7800,0,11,6.4,2.624,4
319,727,588,0,23,6.4,2.56,4
319,727,8847,0,24,4.8,2.16,3
320,367,3449,0,6,9.78,3.6186,3
320,368,2376,0,11,13.04,6.52,4
320,379,6843,0,15,6.52,2.5428,2
320,383,453,1845,24,13.04,4.8248,4
320,410,8758,504,7,13.04,5.0856,4
320,413,5528,1847,24,13.04,6.2592,4
320,423,6153,1216,16,13.04,6.1288,4
320,424,976,1216,16,6.52,2.4124,2
320,438,1977,0,23,13.04,4.3032,4
320,438,4678,980,13,9.78,3.2274,3
320,440,2049,0,24,13.04,4.8248,4
320,445,3328,0,17,6.52,2.282,2
320,446,7569,0,13,6.52,2.0212,2
320,461,6493,0,24,13.04,4.8248,4
320,470,4695,0,13,13.04,4.8248,4
320,472,5953,0,6,13.04,5.9984,4
320,475,9184,0,3,13.04,4.0424,4
320,476,7659,0,6,6.52,2.4124,2
320,477,8902,0,3,13.04,4.1728,4
320,479,8235,1694,22,3.26,1.1736,1
320,495,5802,0,7,6.52,2.608,2
320,532,6047,0,17,9.78,3.6186,3
320,533,7065,0,17,13.04,5.868,4
320,551,8241,1304,17,6.52,2.7384,2
320,553,4657,0,17,6.52,2.934,2
320,559,5370,0,24,9.78,3.6186,3
320,567,6129,0,7,13.04,4.8248,4
320,570,792,0,7,13.04,5.6072,4
320,571,7331,0,11,9.78,4.1076,3
320,575,1271,988,13,6.52,2.0864,2
320,576,9184,0,3,6.52,3.1948,2
320,613,1825,0,23,16.3,7.335,5
320,615,252,0,24,9.78,3.6186,3
320,615,3103,0,24,9.78,3.1296,3
320,631,5895,0,17,9.78,3.0318,3
320,641,1187,0,13,9.78,3.1296,3
320,641,3305,0,13,13.04,5.7376,4
320,651,7354,205,3,13.04,5.6072,4
320,672,6129,0,7,13.04,4.8248,4
320,673,4118,0,17,9.78,3.0318,3
320,673,4498,0,17,9.78,4.3032,3
320,674,1082,0,15,13.04,5.0856,4
320,683,1389,0,7,6.52,1.956,2
320,686,2894,0,22,6.52,2.9992,2
320,691,5026,1314,17,6.52,3.1296,2
320,700,7355,0,13,9.78,4.3032,3
320,704,9795,841,11,9.78,3.0318,3
320,713,5322,0,6,6.52,2.608,2
320,722,8289,0,17,13.04,4.6944,4
320,723,8111,0,15,6.52,2.4776,2
320,728,9286,0,13,6.52,2.2168,2
320,729,2290,0,7,9.78,3.8142,3
321,379,7529,0,17,4.82,1.928,2
321,386,6359,0,7,7.23,3.3981,3
321,407,7589,0,17,7.23,3.2535,3
321,414,1622,0,3,7.23,2.2413,3
321,423,2769,1216,16,4.82,2.169,2
321,424,4373,821,11,9.64,3.4704,4
321,426,2019,0,16,4.82,2.1208,2
321,436,5922,0,15,4.82,1.928,2
321,438,5566,0,7,9.64,3.2776,4
321,440,7857,1138,15,4.82,2.0726,2
321,446,206,0,2,4.82,2.0244,2
321,450,2647,0,6,7.23,3.1089,3
321,452,9757,1850,24,7.23,2.5305,3
321,454,8189,1297,17,7.23,2.3859,3
321,459,1192,0,17,4.82,1.4942,2
321,460,6930,0,24,4.82,2.3618,2
321,464,7806,982,13,7.23,3.1812,3
321,480,8377,114,2,4.82,1.7834,2
321,491,9928,0,16,12.05,3.856,5
321,494,7362,826,11,4.82,1.9762,2
321,501,1648,0,11,7.23,2.6028,3
321,523,1142,986,13,7.23,2.2413,3
321,533,2431,0,3,7.23,2.9643,3
321,537,3509,1856,24,7.23,3.5427,3
321,538,8359,1303,17,7.23,2.5305,3
321,552,2942,1304,17,7.23,3.1089,3
321,559,999,0,24,9.64,3.4704,4
321,567,5869,0,13,7.23,2.4582,3
321,575,3308,988,13,9.64,3.4704,4
321,576,4644,0,11,4.82,1.7834,2
321,576,9199,0,2,4.82,2.2172,2
321,579,2751,516,7,7.23,3.1812,3
321,582,2327,0,13,9.64,3.1812,4
321,582,6208,0,17,4.82,1.928,2
321,590,6107,0,3,9.64,3.1812,4
321,601,5658,0,11,7.23,3.5427,3
321,605,4938,0,13,9.64,3.374,4
321,611,1798,0,3,7.23,3.615,3
321,611,7828,0,11,7.23,3.3981,3
321,618,4292,519,7,7.23,2.6028,3
321,626,6039,0,13,9.64,3.4704,4
321,632,900,0,24,7.23,2.3136,3
321,632,2298,204,3,4.82,1.928,2
321,642,9417,0,15,7.23,2.9643,3
321,646,3587,521,6,7.23,2.8197,3
321,646,8746,0,23,4.82,2.169,2
321,652,4808,837,11,7.23,3.0366,3
321,654,7591,0,15,9.64,3.5668,4
321,659,7124,0,7,4.82,1.5424,2
321,692,7281,1314,17,7.23,3.0366,3
321,695,4397,0,16,9.64,3.9524,4
321,720,8482,842,11,9.64,3.6632,4
321,722,250,0,11,7.23,3.1812,3
321,725,5219,0,17,7.23,2.7474,3
321,726,2616,0,22,4.82,1.5424,2
321,729,10126,0,7,7.23,3.3981,3
322,371,1091,0,7,11.92,3.9336,4
322,375,7704,0,3,5.96,2.086,2
322,379,4315,0,17,8.94,2.7714,3
322,386,5855,0,13,5.96,2.4436,2
322,387,769,0,16,5.96,2.682,2
322,395,7813,1293,17,8.94,4.1124,3
322,409,730,504,7,11.92,4.4104,4
322,413,9357,504,7,8.94,3.9336,3
322,428,9810,0,24,11.92,4.8872,4
322,447,9285,0,15,11.92,3.6952,4
322,452,2105,1850,24,11.92,4.4104,4
322,472,2421,0,6,8.94,4.023,3
322,475,2556,0,3,11.92,4.4104,4
322,489,1676,0,3,8.94,3.129,3
322,494,3460,826,11,8.94,3.8442,3
322,503,921,0,23,14.9,5.364,5
322,507,5647,0,15,8.94,2.7714,3
322,515,5962,0,17,8.94,3.3972,3
322,518,7301,0,24,11.92,5.1256,4
322,524,4630,0,15,5.96,2.384,2
322,539,1865,0,6,5.96,2.5032,2
322,539,2266,0,7,14.9,5.513,5
322,540,7455,0,13,11.92,4.5296,4
322,540,9318,0,16,8.94,4.1124,3
322,549,8059,0,17,8.94,3.0396,3
322,561,2612,0,24,11.92,5.7216,4
322,581,5592,0,16,11.92,5.364,4
322,590,5346,0,3,8.94,2.682,3
322,591,4460,201,3,5.96,2.98,2
322,592,5956,1702,22,2.98,1.0728,1
322,597,3124,0,3,14.9,5.364,5
322,606,4582,518,6,5.96,2.682,2
322,608,3028,518,7,5.96,2.384,2
322,631,1216,0,17,11.92,3.6952,4
322,631,4029,0,17,8.94,4.3806,3
322,642,4148,0,15,8.94,3.129,3
322,649,782,1311,17,11.92,5.8408,4
322,658,2599,0,7,5.96,2.9204,2
322,663,3437,522,6,11.92,4.6488,4
322,691,955,524,6,8.94,4.47,3
322,691,1189,524,6,11.92,4.4104,4
322,704,4373,841,11,11.92,4.2912,4
322,714,5470,0,2,2.98,0.9238,1
322,714,6486,0,13,5.96,2.6224,2
322,718,5734,0,13,8.94,4.023,3
322,718,6321,1079,14,2.98,0.894,1
322,718,8509,1869,24,8.94,3.8442,3
322,719,6939,526,7,8.94,2.9502,3
322,720,5450,1869,24,11.92,4.768,4
322,720,7361,842,11,11.92,3.6952,4
322,722,7067,1000,13,11.92,3.9336,4
322,722,7283,1000,13,5.96,2.086,2
322,724,3334,0,17,11.92,5.7216,4
323,377,7444,0,13,10.5,5.145,3
323,386,1053,0,13,7,2.8,2
323,387,8298,0,13,14,6.58,4
323,400,5647,0,15,10.5,3.255,3
323,409,3773,1294,17,14,4.48,4
323,411,3009,504,6,10.5,3.36,3
323,422,3809,505,7,10.5,3.675,3
323,424,604,1058,14,7,2.17,2
323,427,5948,0,7,7,2.8,2
323,434,3763,0,24,10.5,4.725,3
323,443,5174,0,16,10.5,4.725,3
323,450,4688,0,6,7,2.59,2
323,462,1418,0,2,3.5,1.435,1
323,466,4268,824,11,10.5,3.78,3
323,471,2625,0,13,7,3.08,2
323,478,5220,0,6,7,3.22,2
323,478,6299,0,6,14,6.44,4
323,487,8912,0,7,7,3.01,2
323,487,9633,0,7,10.5,4.515,3
323,488,1129,0,24,10.5,4.2,3
323,491,769,0,16,7,3.15,2
323,495,7607,0,17,10.5,4.515,3
323,505,1637,0,15,14,6.3,4
323,508,4668,1143,15,10.5,3.675,3
323,520,9866,0,3,10.5,4.62,3
323,521,1446,0,24,14,4.62,4
323,535,8351,0,16,14,5.04,4
323,544,1862,0,17,7,2.94,2
323,558,7352,0,6,14,5.88,4
323,573,5293,0,6,10.5,4.725,3
323,576,5423,0,11,10.5,3.465,3
323,581,6113,0,16,10.5,4.41,3
323,582,2059,0,17,10.5,3.99,3
323,597,4353,0,14,7,2.38,2
323,606,7494,1150,15,14,4.62,4
323,611,2639,0,15,10.5,4.095,3
323,611,3149,0,11,10.5,4.62,3
323,626,8912,0,6,10.5,4.515,3
323,636,7858,1152,15,17.5,5.775,5
323,638,3021,0,16,14,4.62,4
323,647,1780,0,24,7,2.66,2
323,653,5295,0,16,14,4.34,4
323,654,9535,0,11,10.5,3.15,3
323,658,2610,0,6,10.5,3.255,3
323,660,1245,0,17,10.5,4.2,3
323,677,9027,523,7,10.5,3.36,3
323,680,5471,523,6,10.5,3.885,3
323,687,8769,0,23,10.5,4.515,3
323,691,6168,1314,17,7,2.94,2
